run_id,floor,potion_position,potion_id,potion_name,floor_type,encounter
1778881664,11,1,POTION.SWIFT_POTION,Swift Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1778861615,4,1,POTION.STABLE_SERUM,Stable Serum,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1778861615,6,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.INKLETS_NORMAL
1778861615,8,1,POTION.POTION_OF_BINDING,Potion Of Binding,monster,ENCOUNTER.NIBBITS_NORMAL
1778861615,17,1,POTION.ENERGY_POTION,Energy Potion,boss,ENCOUNTER.THE_KIN_BOSS
1778861615,21,1,POTION.DROPLET_OF_PRECOGNITION,Droplet Of Precognition,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1778861615,27,1,POTION.SPEED_POTION,Speed Potion,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1778858329,1,1,POTION.ATTACK_POTION,Attack Potion,ancient,EVENT.NEOW
1778858329,1,2,POTION.BOTTLED_POTENTIAL,Bottled Potential,ancient,EVENT.NEOW
1778858329,3,1,POTION.DUPLICATOR,Duplicator,monster,ENCOUNTER.NIBBITS_WEAK
1778858329,4,1,POTION.LIQUID_BRONZE,Liquid Bronze,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1778858329,5,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1778858329,15,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1778858329,21,1,POTION.BLESSING_OF_THE_FORGE,Blessing Of The Forge,monster,ENCOUNTER.EXOSKELETONS_WEAK
1778156892,2,1,POTION.POISON_POTION,Poison Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1778156892,5,1,POTION.SKILL_POTION,Skill Potion,unknown,ENCOUNTER.SEAPUNK_WEAK
1778156892,7,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1778156892,13,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.SEWER_CLAM_NORMAL
1778156892,14,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1778156892,17,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.SOUL_FYSH_BOSS
1778156892,17,2,POTION.SNECKO_OIL,Snecko Oil,boss,ENCOUNTER.SOUL_FYSH_BOSS
1778156892,19,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1778156892,19,2,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1778156892,21,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.CHOMPERS_NORMAL
1778156892,21,2,POTION.DROPLET_OF_PRECOGNITION,Droplet Of Precognition,monster,ENCOUNTER.CHOMPERS_NORMAL
1778156892,23,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.THE_OBSCURA_NORMAL
1778156892,24,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1778156892,28,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.ENTOMANCER_ELITE
1778156892,28,2,POTION.STABLE_SERUM,Stable Serum,elite,ENCOUNTER.ENTOMANCER_ELITE
1778156892,30,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.SPINY_TOAD_NORMAL
1778156892,30,2,POTION.ATTACK_POTION,Attack Potion,monster,ENCOUNTER.SPINY_TOAD_NORMAL
1778156892,33,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1778103252,3,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1778103252,11,1,POTION.BLOCK_POTION,Block Potion,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1778103252,13,1,POTION.CURE_ALL,Cure All,elite,ENCOUNTER.BYRDONIS_ELITE
1777933157,4,1,POTION.STRENGTH_POTION,Strength Potion,unknown,ENCOUNTER.SHRINKER_BEETLE_WEAK
1777933157,5,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1777933157,15,1,POTION.ENERGY_POTION,Energy Potion,unknown,ENCOUNTER.OVERGROWTH_CRAWLERS
1777912244,3,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.SLIMES_WEAK
1777912244,4,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1777289417,3,1,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.SLUDGE_SPINNER_WEAK
1777289417,4,1,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.SEAPUNK_WEAK
1777287675,1,1,POTION.ENERGY_POTION,Energy Potion,ancient,EVENT.NEOW
1777287675,1,2,POTION.POWER_POTION,Power Potion,ancient,EVENT.NEOW
1777287675,7,1,POTION.RADIANT_TINCTURE,Radiant Tincture,monster,ENCOUNTER.SEWER_CLAM_NORMAL
1777287675,13,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.TWO_TAILED_RATS_NORMAL
1777287675,15,1,POTION.REGEN_POTION,Regen Potion,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1777211740,1,1,POTION.DEXTERITY_POTION,Dexterity Potion,ancient,EVENT.NEOW
1777211740,1,2,POTION.VULNERABLE_POTION,Vulnerable Potion,ancient,EVENT.NEOW
1777211740,3,1,POTION.MAZALETHS_GIFT,Mazaleths Gift,unknown,ENCOUNTER.SLUDGE_SPINNER_WEAK
1777211740,7,1,POTION.POTION_OF_BINDING,Potion Of Binding,elite,ENCOUNTER.TERROR_EEL_ELITE
1777210949,2,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1777210949,4,1,POTION.STRENGTH_POTION,Strength Potion,monster,ENCOUNTER.NIBBITS_WEAK
1777210949,7,1,POTION.FLEX_POTION,Flex Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1777166549,4,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1777166549,6,1,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.SLUDGE_SPINNER_WEAK
1777166549,7,1,POTION.LIQUID_BRONZE,Liquid Bronze,monster,ENCOUNTER.CORPSE_SLUGS_NORMAL
1777152249,1,1,POTION.POWER_POTION,Power Potion,ancient,EVENT.NEOW
1777152249,3,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1777152249,6,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.CUBEX_CONSTRUCT_NORMAL
1777152249,15,1,POTION.POWER_POTION,Power Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1777152249,17,1,POTION.FYSH_OIL,Fysh Oil,boss,ENCOUNTER.THE_KIN_BOSS
1777152249,19,1,POTION.REGEN_POTION,Regen Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1777152249,20,1,POTION.FORTIFIER,Fortifier,monster,ENCOUNTER.BOWLBUGS_WEAK
1777152249,28,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.SPINY_TOAD_NORMAL
1777152249,31,1,POTION.COLORLESS_POTION,Colorless Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1777152249,37,1,POTION.FYSH_OIL,Fysh Oil,unknown,ENCOUNTER.FABRICATOR_NORMAL
1777152249,38,1,POTION.FORTIFIER,Fortifier,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1777152249,42,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1777152249,46,1,POTION.ENERGY_POTION,Energy Potion,shop,
1777152249,46,2,POTION.DEXTERITY_POTION,Dexterity Potion,shop,
1777144157,8,1,POTION.SWIFT_POTION,Swift Potion,unknown,ENCOUNTER.NIBBITS_NORMAL
1776985643,1,1,POTION.BLOCK_POTION,Block Potion,ancient,EVENT.NEOW
1776985643,4,1,POTION.POTION_OF_BINDING,Potion Of Binding,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1776985643,7,1,POTION.FIRE_POTION,Fire Potion,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1776985643,13,1,POTION.BLOCK_POTION,Block Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1776985643,16,1,POTION.CURE_ALL,Cure All,boss,ENCOUNTER.CEREMONIAL_BEAST_BOSS
1776985643,18,1,POTION.CURE_ALL,Cure All,monster,ENCOUNTER.TUNNELER_WEAK
1776985643,20,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.THE_OBSCURA_NORMAL
1776985643,22,1,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1776985643,22,2,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1776985643,23,1,POTION.STRENGTH_POTION,Strength Potion,shop,
1776985643,25,1,POTION.STABLE_SERUM,Stable Serum,elite,ENCOUNTER.ENTOMANCER_ELITE
1776985643,33,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1776985643,34,1,POTION.DUPLICATOR,Duplicator,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1776985643,37,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1776985643,42,1,POTION.GIGANTIFICATION_POTION,Gigantification Potion,elite,ENCOUNTER.KNIGHTS_ELITE
1776981016,4,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1776981016,8,1,POTION.STRENGTH_POTION,Strength Potion,monster,ENCOUNTER.MAWLER_NORMAL
1776981016,11,1,POTION.ENERGY_POTION,Energy Potion,unknown,ENCOUNTER.NIBBITS_NORMAL
1776981016,12,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.CUBEX_CONSTRUCT_NORMAL
1776981016,18,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1776981016,28,1,POTION.SKILL_POTION,Skill Potion,shop,
1776981016,28,2,POTION.GAMBLERS_BREW,Gamblers Brew,shop,
